id,state,county,latitude,longitude
3958,Iowa,Decatur,40.736379,-93.78458
3959,Iowa,Delaware,42.473003,-91.359443
3960,Iowa,Des Moines,40.915339,-91.186925
3961,Iowa,Dickinson,43.389611,-95.196057
3962,Iowa,Dubuque,42.463481,-90.878771
3963,Iowa,Emmet,43.377984,-94.66937
3964,Iowa,Fayette,42.86445,-91.839373
3965,Iowa,Floyd,43.052741,-92.787367
3966,Iowa,Franklin,42.736549,-93.271425
3967,Iowa,Fremont,40.743726,-95.599516
3968,Iowa,Greene,42.042494,-94.388703
3969,Iowa,Grundy,42.403323,-92.790261
3970,Iowa,Guthrie,41.683573,-94.501272
3971,Iowa,Hamilton,42.390768,-93.709198
3972,Iowa,Hancock,43.075411,-93.743697
3973,Iowa,Hardin,42.389955,-93.241081
3974,Iowa,Harrison,41.688584,-95.827149
3975,Iowa,Henry,40.985864,-91.54427
3976,Iowa,Howard,43.365313,-92.321908
3977,Iowa,Humboldt,42.782221,-94.202775
3978,Iowa,Ida,42.39186,-95.507421
3979,Iowa,Iowa,41.683918,-92.059123
3980,Iowa,Jackson,42.164281,-90.574597
3981,Iowa,Jasper,41.685686,-93.052971
3982,Iowa,Jefferson,41.00688,-91.967137
3983,Iowa,Johnson,41.668737,-91.588812
3984,Iowa,Jones,42.125118,-91.116914
3985,Iowa,Keokuk,41.331182,-92.167721
3986,Iowa,Kossuth,43.212478,-94.213983
3987,Iowa,Lee,40.647588,-91.477157
3988,Iowa,Linn,42.077951,-91.597674
3989,Iowa,Louisa,41.218211,-91.256994
3990,Iowa,Lucas,41.033344,-93.331467
3991,Iowa,Lyon,43.38358,-96.207201
3992,Iowa,Madison,41.330622,-94.015184
3993,Iowa,Mahaska,41.330797,-92.636366
3994,Iowa,Marion,41.331455,-93.093849
3995,Iowa,Marshall,42.041691,-92.981452
3996,Iowa,Mills,41.033703,-95.619101
3997,Iowa,Mitchell,43.348564,-92.784466
3998,Iowa,Monona,42.049432,-95.956566
3999,Iowa,Monroe,41.028847,-92.869642
4000,Iowa,Montgomery,41.021735,-95.15779
4001,Iowa,Muscatine,41.483776,-91.118699
4002,Iowa,O'Brien,43.083746,-95.625624
4003,Iowa,Osceola,43.378542,-95.633788
4004,Iowa,Page,40.73909,-95.14429
4005,Iowa,Palo Alto,43.075854,-94.667297
4006,Iowa,Plymouth,42.737585,-96.215864
4007,Iowa,Pocahontas,42.734033,-94.678279
4008,Iowa,Polk,41.684281,-93.56972
4009,Iowa,Pottawattamie,41.340184,-95.544905
4010,Iowa,Poweshiek,41.684526,-92.522882
4011,Iowa,Ringgold,40.735334,-94.244251
4012,Iowa,Sac,42.387526,-95.105224
4013,Iowa,Scott,41.641679,-90.62229
4014,Iowa,Shelby,41.679014,-95.308917
4015,Iowa,Sioux,43.082854,-96.177929
4016,Iowa,Story,42.037538,-93.466093
4017,Iowa,Tama,42.074848,-92.529412
4018,Iowa,Taylor,40.737949,-94.697108
4019,Iowa,Union,41.02855,-94.245091
4020,Iowa,Van Buren,40.754117,-91.952943
4021,Iowa,Wapello,41.031263,-92.409482
4022,Iowa,Warren,41.336769,-93.564366
4023,Iowa,Washington,41.329401,-91.725052
4024,Iowa,Wayne,40.739983,-93.332613
4025,Iowa,Webster,42.434397,-94.179157
4026,Iowa,Winnebago,43.378124,-93.743488
4027,Iowa,Winneshiek,43.292989,-91.850788
4028,Iowa,Woodbury,42.39322,-96.053296
4029,Iowa,Worth,43.373491,-93.248533
4030,Iowa,Wright,42.733007,-93.734735
4031,Kansas,Allen,37.884229,-95.300945
4032,Kansas,Anderson,38.215114,-95.292046
4033,Kansas,Atchison,39.532544,-95.313398
4034,Kansas,Barber,37.222906,-98.685052
4035,Kansas,Barton,38.481239,-98.767837
4036,Kansas,Bourbon,37.8561,-94.850928
4037,Kansas,Brown,39.825931,-95.569905
4038,Kansas,Butler,37.773681,-96.838762
4039,Kansas,Chase,38.298553,-96.594064
4040,Kansas,Chautauqua,37.154259,-96.245396
4041,Kansas,Cherokee,37.169392,-94.845698
4042,Kansas,Cheyenne,39.789256,-101.727302
4043,Kansas,Clark,37.233831,-99.813869
4044,Kansas,Clay,39.344964,-97.168853
4045,Kansas,Cloud,39.487329,-97.64139
4046,Kansas,Coffey,38.23645,-95.729137
4047,Kansas,Comanche,37.189071,-99.254089
4048,Kansas,Cowley,37.234507,-96.837247
4049,Kansas,Crawford,37.505628,-94.853941
4050,Kansas,Decatur,39.783542,-100.459708
4051,Kansas,Dickinson,38.867735,-97.157943
4052,Kansas,Doniphan,39.788502,-95.147225
4053,Kansas,Douglas,38.896573,-95.290529
4054,Kansas,Edwards,37.883595,-99.304746
4055,Kansas,Elk,37.456026,-96.244642
4056,Kansas,Ellis,38.914596,-99.317329
4057,Kansas,Ellsworth,38.700845,-98.205355
4058,Kansas,Finney,38.049855,-100.739929
4059,Kansas,Ford,37.688365,-99.884734
4060,Kansas,Franklin,38.558019,-95.278962
4061,Kansas,Geary,39.002155,-96.768038
4062,Kansas,Gove,38.917239,-100.48736
4063,Kansas,Graham,39.349445,-99.880952
4064,Kansas,Grant,37.547537,-101.299362
4065,Kansas,Gray,37.744513,-100.451716
4066,Kansas,Greeley,38.480408,-101.805984
4067,Kansas,Greenwood,37.878659,-96.242232
4068,Kansas,Hamilton,37.995244,-101.793689
4069,Kansas,Harper,37.188184,-98.06659
4070,Kansas,Harvey,38.050144,-97.436707
4071,Kansas,Haskell,37.55855,-100.876869
4072,Kansas,Hodgeman,38.087493,-99.898407
4073,Kansas,Jackson,39.410989,-95.794509
4074,Kansas,Jefferson,39.239644,-95.375314
4075,Kansas,Jewell,39.77701,-98.222584
4076,Kansas,Johnson,38.883907,-94.82233
4077,Kansas,Kearny,37.994461,-101.308136
4078,Kansas,Kingman,37.552951,-98.144529
4079,Kansas,Kiowa,37.561231,-99.286539
4080,Kansas,Labette,37.191468,-95.297473
4081,Kansas,Lane,38.481286,-100.466185
4082,Kansas,Leavenworth,39.189511,-95.038977
4083,Kansas,Lincoln,39.047276,-98.214265
4084,Kansas,Linn,38.216549,-94.844932
4085,Kansas,Logan,38.91327,-101.157407
4086,Kansas,Lyon,38.455498,-96.161589
4087,Kansas,McPherson,38.395812,-97.647489
4088,Kansas,Marion,38.359647,-97.102771
4089,Kansas,Marshall,39.782709,-96.521243
4090,Kansas,Meade,37.243886,-100.360094
4091,Kansas,Miami,38.566772,-94.832963
4092,Kansas,Mitchell,39.393026,-98.207362
4093,Kansas,Montgomery,37.189537,-95.742403
4094,Kansas,Morris,38.687696,-96.644905
4095,Kansas,Morton,37.18525,-101.809516
4096,Kansas,Nemaha,39.791043,-96.005381
4097,Kansas,Neosho,37.564283,-95.315683
4098,Kansas,Ness,38.480437,-99.908745
4099,Kansas,Norton,39.783867,-99.899235
4100,Kansas,Osage,38.649706,-95.727275
4101,Kansas,Osborne,39.348649,-98.767876
4102,Kansas,Ottawa,39.137963,-97.654803
4103,Kansas,Pawnee,38.182873,-99.232154
4104,Kansas,Phillips,39.784506,-99.34215
4105,Kansas,Pottawatomie,39.382187,-96.337113
4106,Kansas,Pratt,37.647594,-98.74012
4107,Kansas,Rawlins,39.786198,-101.076738
4108,Kansas,Reno,37.948185,-98.078346
4109,Kansas,Republic,39.82891,-97.650921
4110,Kansas,Rice,38.347178,-98.201415
4111,Kansas,Riley,39.291211,-96.727489
4112,Kansas,Rooks,39.346006,-99.324492
4113,Kansas,Rush,38.523592,-99.309183
4114,Kansas,Russell,38.916839,-98.765638
4115,Kansas,Saline,38.786327,-97.650153
4116,Kansas,Scott,38.481877,-100.90636
4117,Kansas,Sedgwick,37.683807,-97.459451
4118,Kansas,Seward,37.180585,-100.854741
4119,Kansas,Shawnee,39.041805,-95.755664
4120,Kansas,Sheridan,39.350543,-100.441206
4121,Kansas,Sherman,39.351352,-101.719859
4122,Kansas,Smith,39.78466,-98.78543
4123,Kansas,Stafford,38.03563,-98.719889
4124,Kansas,Stanton,37.565932,-101.789383
4125,Kansas,Stevens,37.202356,-101.315796
4126,Kansas,Sumner,37.236663,-97.493349
4127,Kansas,Thomas,39.357706,-101.083439
4128,Kansas,Trego,38.921302,-99.865423
4129,Kansas,Wabaunsee,38.955154,-96.201262
4130,Kansas,Wallace,38.926626,-101.771103
4131,Kansas,Washington,39.776714,-97.095611
4132,Kansas,Wichita,38.481922,-101.347434
4133,Kansas,Wilson,37.558515,-95.745175
4134,Kansas,Woodson,37.888484,-95.757553
4135,Kansas,Wyandotte,39.115384,-94.763087
4136,Kentucky,Adair,37.105541,-85.281401
4137,Kentucky,Allen,36.75077,-86.192458
4138,Kentucky,Anderson,38.005396,-84.986417
4139,Kentucky,Ballard,37.05112,-89.009178
4140,Kentucky,Barren,36.963614,-85.92499
4141,Kentucky,Bath,38.152249,-83.737641
4142,Kentucky,Bell,36.72268,-83.681046
4143,Kentucky,Boone,38.974595,-84.731444
4144,Kentucky,Bourbon,38.202562,-84.20986
4145,Kentucky,Boyd,38.360004,-82.681406
4146,Kentucky,Boyle,37.6182,-84.873016
4147,Kentucky,Bracken,38.678523,-84.100355
4148,Kentucky,Breathitt,37.521178,-83.322401
4149,Kentucky,Breckinridge,37.778109,-86.432829
4150,Kentucky,Bullitt,37.969572,-85.703036
4151,Kentucky,Butler,37.207013,-86.682471
4152,Kentucky,Caldwell,37.148643,-87.87051
4153,Kentucky,Calloway,36.620978,-88.274086
4154,Kentucky,Campbell,38.946981,-84.379583
4155,Kentucky,Carlisle,36.857726,-88.975757
4156,Kentucky,Carroll,38.668284,-85.124083
4157,Kentucky,Carter,38.309555,-83.048821
4158,Kentucky,Casey,37.321962,-84.92822
4159,Kentucky,Christian,36.893388,-87.493554
4160,Kentucky,Clark,37.970133,-84.144974
4161,Kentucky,Clay,37.164466,-83.710763
4162,Kentucky,Clinton,36.729124,-85.153499
4163,Kentucky,Crittenden,37.358149,-88.10501
4164,Kentucky,Cumberland,36.784227,-85.393499
4165,Kentucky,Daviess,37.731671,-87.087139
4166,Kentucky,Edmonson,37.227856,-86.217778
4167,Kentucky,Elliott,38.116425,-83.097541
4168,Kentucky,Estill,37.69246,-83.963927
4169,Kentucky,Fayette,38.040157,-84.458443
4170,Kentucky,Fleming,38.368431,-83.706152
4171,Kentucky,Floyd,37.558283,-82.740337
4172,Kentucky,Franklin,38.234919,-84.868786
4173,Kentucky,Fulton,36.55262,-89.187723
4174,Kentucky,Gallatin,38.760184,-84.862114
4175,Kentucky,Garrard,37.630162,-84.545856
4176,Kentucky,Grant,38.64921,-84.625946
4177,Kentucky,Graves,36.723344,-88.649897
4178,Kentucky,Grayson,37.458577,-86.344011
4179,Kentucky,Green,37.269637,-85.561403
4180,Kentucky,Greenup,38.563596,-82.933833
4181,Kentucky,Hancock,37.843389,-86.792773
4182,Kentucky,Hardin,37.695836,-85.963183
4183,Kentucky,Harlan,36.859223,-83.221497
4184,Kentucky,Harrison,38.443489,-84.332796
4185,Kentucky,Hart,37.313856,-85.881995
4186,Kentucky,Henderson,37.792542,-87.572577
4187,Kentucky,Henry,38.451561,-85.120079
4188,Kentucky,Hickman,36.675916,-88.97202
4189,Kentucky,Hopkins,37.31107,-87.542196
4190,Kentucky,Jackson,37.40332,-84.020686
4191,Kentucky,Jefferson,38.189533,-85.657624
4192,Kentucky,Jessamine,37.873291,-84.58396
4193,Kentucky,Johnson,37.84926,-82.830639
4194,Kentucky,Kenton,38.930477,-84.533492
4195,Kentucky,Knott,37.354703,-82.949138
4196,Kentucky,Knox,36.887476,-83.85563
4197,Kentucky,Larue,37.545518,-85.697209
4198,Kentucky,Laurel,37.113268,-84.119395
4199,Kentucky,Lawrence,38.074459,-82.738305
4200,Kentucky,Lee,37.605383,-83.718497
4201,Kentucky,Leslie,37.087846,-83.388616
4202,Kentucky,Letcher,37.118503,-82.861175
4203,Kentucky,Lewis,38.532051,-83.373303
4204,Kentucky,Lincoln,37.457257,-84.658074
4205,Kentucky,Livingston,37.209517,-88.363426
4206,Kentucky,Logan,36.859829,-86.881436
4207,Kentucky,Lyon,37.023976,-88.083391
4208,Kentucky,McCracken,37.053688,-88.712378
4209,Kentucky,McCreary,36.731136,-84.491052
4210,Kentucky,McLean,37.530575,-87.262931
4211,Kentucky,Madison,37.723528,-84.277008
4212,Kentucky,Magoffin,37.698954,-83.069716
4213,Kentucky,Marion,37.552247,-85.269242
4214,Kentucky,Marshall,36.882017,-88.332752
4215,Kentucky,Martin,37.796774,-82.506623
4216,Kentucky,Mason,38.594068,-83.828052
4217,Kentucky,Meade,37.967476,-86.200863
4218,Kentucky,Menifee,37.950715,-83.597345
4219,Kentucky,Mercer,37.812085,-84.879695
4220,Kentucky,Metcalfe,36.990394,-85.629554
4221,Kentucky,Monroe,36.714077,-85.713508
4222,Kentucky,Montgomery,38.038138,-83.912338
4223,Kentucky,Morgan,37.92294,-83.258944
4224,Kentucky,Muhlenberg,37.213816,-87.134092
4225,Kentucky,Nelson,37.803188,-85.465955
4226,Kentucky,Nicholas,38.337132,-84.025554
4227,Kentucky,Ohio,37.477859,-86.844871
4228,Kentucky,Oldham,38.400046,-85.456059
4229,Kentucky,Owen,38.499603,-84.841509
4230,Kentucky,Owsley,37.423452,-83.691566
4231,Kentucky,Pendleton,38.690765,-84.354041
4232,Kentucky,Perry,37.241282,-83.217772
4233,Kentucky,Pike,37.482067,-82.402869
4234,Kentucky,Powell,37.810379,-83.826985
4235,Kentucky,Pulaski,37.108312,-84.579986
4236,Kentucky,Robertson,38.513826,-84.063757
4237,Kentucky,Rockcastle,37.36122,-84.314419
4238,Kentucky,Rowan,38.205894,-83.425969
4239,Kentucky,Russell,36.989127,-85.058976
4240,Kentucky,Scott,38.289882,-84.579376
4241,Kentucky,Shelby,38.239426,-85.22836
4242,Kentucky,Simpson,36.740863,-86.581464
4243,Kentucky,Spencer,38.026976,-85.321525
4244,Kentucky,Taylor,37.365106,-85.326698
4245,Kentucky,Todd,36.840338,-87.183642
4246,Kentucky,Trigg,36.807681,-87.858652
4247,Kentucky,Trimble,38.618193,-85.355171
4248,Kentucky,Union,37.658029,-87.95165
4249,Kentucky,Warren,36.995634,-86.423579
4250,Kentucky,Washington,37.754209,-85.175416
4251,Kentucky,Wayne,36.802011,-84.83044
4252,Kentucky,Webster,37.520021,-87.685095
4253,Kentucky,Whitley,36.758021,-84.14455
4254,Kentucky,Wolfe,37.743774,-83.495068
4255,Kentucky,Woodford,38.042789,-84.748147
4256,Louisiana,Acadia,30.291497,-92.411037
4257,Louisiana,Allen,30.652744,-92.819605
4258,Louisiana,Ascension,30.202946,-90.910023
4259,Louisiana,Assumption,29.899884,-91.050528
4260,Louisiana,Avoyelles,31.085094,-91.993798
4261,Louisiana,Beauregard,30.645018,-93.340253
4262,Louisiana,Bienville,32.344268,-93.061513
4263,Louisiana,Bossier,32.696202,-93.617977
4264,Louisiana,Caddo,32.577195,-93.882423
4265,Louisiana,Calcasieu,30.229559,-93.358015
4266,Louisiana,Caldwell,32.101244,-92.11418
4267,Louisiana,Cameron,29.871989,-93.165437
4268,Louisiana,Catahoula,31.666517,-91.846703
4269,Louisiana,Claiborne,32.827585,-92.991125
4270,Louisiana,Concordia,31.469806,-91.626314
4271,Louisiana,De Soto,32.059248,-93.740797
4272,Louisiana,East Baton Rouge,30.544002,-91.093174
4273,Louisiana,East Carroll,32.73017,-91.234141
4274,Louisiana,East Feliciana,30.839784,-91.043434
4275,Louisiana,Evangeline,30.720693,-92.404086
4276,Louisiana,Franklin,32.138279,-91.672101
4277,Louisiana,Grant,31.597787,-92.561716
4278,Louisiana,Iberia,29.606013,-91.842706
4279,Louisiana,Iberville,30.288394,-91.36315
4280,Louisiana,Jackson,32.30448,-92.556672
4281,Louisiana,Jefferson,29.5033,-90.036231
4282,Louisiana,Jefferson Davis,30.269529,-92.816221
4283,Louisiana,Lafayette,30.206507,-92.06417
4284,Louisiana,Lafourche,29.491993,-90.394849
4285,Louisiana,La Salle,31.680836,-92.161809
4286,Louisiana,Lincoln,32.601148,-92.662082
4287,Louisiana,Livingston,30.440419,-90.727474
4288,Louisiana,Madison,32.365824,-91.240729
4289,Louisiana,Morehouse,32.820008,-91.800399
4290,Louisiana,Natchitoches,31.734982,-93.086106
4291,Louisiana,Orleans,30.068636,-89.939007
4292,Louisiana,Ouachita,32.477495,-92.154798
4293,Louisiana,Plaquemines,29.402337,-89.298489
4294,Louisiana,Pointe Coupee,30.708319,-91.604621
4295,Louisiana,Rapides,31.193204,-92.535953
4296,Louisiana,Red River,32.101213,-93.34905
4297,Louisiana,Richland,32.418121,-91.758375
4298,Louisiana,Sabine,31.560209,-93.559228
4299,Louisiana,St. Bernard,29.91811,-89.263494
4300,Louisiana,St. Charles,29.913833,-90.359314
4301,Louisiana,St. Helena,30.821423,-90.70935
4302,Louisiana,St. James,30.02482,-90.793956
4303,Louisiana,St. John the Baptist,30.117471,-90.504677
4304,Louisiana,St. Landry,30.583441,-91.989275
4305,Louisiana,St. Martin,30.121433,-91.611481
4306,Louisiana,St. Mary,29.629349,-91.463804
4307,Louisiana,St. Tammany,30.410022,-89.951962
4308,Louisiana,Tangipahoa,30.621581,-90.406633
4309,Louisiana,Tensas,32.001489,-91.342576
4310,Louisiana,Terrebonne,29.333266,-90.844191
4311,Louisiana,Union,32.829349,-92.37565
4312,Louisiana,Vermilion,29.786872,-92.29009
4313,Louisiana,Vernon,31.110563,-93.18152
4314,Louisiana,Washington,30.852144,-90.046253
4315,Louisiana,Webster,32.732152,-93.339825
4316,Louisiana,West Baton Rouge,30.464052,-91.309808
4317,Louisiana,West Carroll,32.79248,-91.451998
4318,Louisiana,West Feliciana,30.872701,-91.421008
4319,Louisiana,Winn,31.941187,-92.641269
4320,Maine,Androscoggin,44.167681,-70.207435
4321,Maine,Aroostook,46.727057,-68.64941
4322,Maine,Cumberland,43.808348,-70.330375
4323,Maine,Franklin,44.973012,-70.444727
4324,Maine,Hancock,44.564906,-68.370703
4325,Maine,Kennebec,44.417012,-69.765764
4326,Maine,Knox,44.042045,-69.038515
4327,Maine,Lincoln,43.994265,-69.514029
4328,Maine,Oxford,44.494585,-70.734688
4329,Maine,Penobscot,45.390602,-68.657487
4330,Maine,Piscataquis,45.917678,-69.104548
4331,Maine,Sagadahoc,43.916694,-69.843994
4332,Maine,Somerset,45.507482,-69.97604
4333,Maine,Waldo,44.505361,-69.139678
4334,Maine,Washington,44.967009,-67.609354
4335,Maine,York,43.427239,-70.670402
4336,Maryland,Allegany,39.612309,-78.703108
4337,Maryland,Anne Arundel,38.993374,-76.560511
4338,Maryland,Baltimore,39.443167,-76.616569
4339,Maryland,Calvert,38.521358,-76.525864
4340,Maryland,Caroline,38.871531,-75.831631
4341,Maryland,Carroll,39.563189,-77.015512
4342,Maryland,Cecil,39.562352,-75.941584
4343,Maryland,Charles,38.472853,-77.015427
4344,Maryland,Dorchester,38.429196,-76.047433
4345,Maryland,Frederick,39.470427,-77.397627
4346,Maryland,Garrett,39.529871,-79.269416
4347,Maryland,Harford,39.537429,-76.299789
4348,Maryland,Howard,39.252264,-76.924406
4349,Maryland,Kent,39.239177,-76.1242
4350,Maryland,Montgomery,39.137382,-77.203063
4351,Maryland,Prince George's,38.82588,-76.847272
4352,Maryland,Queen Anne's,39.040693,-76.082405
4353,Maryland,St. Mary's,38.222666,-76.534271
4354,Maryland,Somerset,38.07445,-75.853323
4355,Maryland,Talbot,38.749427,-76.17913
4356,Maryland,Washington,39.603621,-77.814671
4357,Maryland,Wicomico,38.367389,-75.632206
4358,Maryland,Worcester,38.222133,-75.309932
4359,Maryland,Baltimore [9],39.300214,-76.610516
4360,Massachusetts,Barnstable,41.798819,-70.211083
4361,Massachusetts,Berkshire,42.375314,-73.213948
4362,Massachusetts,Bristol,41.748576,-71.087062
4363,Massachusetts,Dukes,41.380939,-70.701536
4364,Massachusetts,Essex,42.642711,-70.865107
4365,Massachusetts,Franklin,42.583791,-72.591655
4366,Massachusetts,Hampden,42.136198,-72.635648
4367,Massachusetts,Hampshire,42.339459,-72.663694
4368,Massachusetts,Middlesex,42.479477,-71.396507
4369,Massachusetts,Nantucket,41.305878,-70.14191
4370,Massachusetts,Norfolk,42.169703,-71.179875
4371,Massachusetts,Plymouth,41.987196,-70.741942
4372,Massachusetts,Suffolk,42.33196,-71.020173
4373,Massachusetts,Worcester,42.311693,-71.940282
4374,Michigan,Alcona,44.682535,-82.83408
4375,Michigan,Alger,47.080077,-86.564108
4376,Michigan,Allegan,42.595788,-86.634745
4377,Michigan,Alpena,44.894954,-83.426574
4378,Michigan,Antrim,45.005457,-85.175625
4379,Michigan,Arenac,44.03687,-83.740675
4380,Michigan,Baraga,46.696068,-88.356022
4381,Michigan,Barry,42.582811,-85.31455
4382,Michigan,Bay,43.699711,-83.978701
4383,Michigan,Benzie,44.648621,-86.494317
4384,Michigan,Berrien,41.792639,-86.741822
4385,Michigan,Branch,41.918585,-85.066523
4386,Michigan,Calhoun,42.24299,-85.012385
4387,Michigan,Cass,41.91624,-85.999457
4388,Michigan,Charlevoix,45.513164,-85.450392
4389,Michigan,Cheboygan,45.47612,-84.495271
4390,Michigan,Chippewa,46.321819,-84.52063
4391,Michigan,Clare,43.991137,-84.838325
4392,Michigan,Clinton,42.950455,-84.591695
4393,Michigan,Crawford,44.680208,-84.611132
4394,Michigan,Delta,45.805101,-86.901373
4395,Michigan,Dickinson,46.012823,-87.866119
4396,Michigan,Eaton,42.589614,-84.846524
4397,Michigan,Emmet,45.590094,-84.986822
4398,Michigan,Genesee,43.021077,-83.706372
4399,Michigan,Gladwin,43.98975,-84.389816
4400,Michigan,Gogebic,46.488054,-89.788314
4401,Michigan,Grand Traverse,44.718688,-85.553848
4402,Michigan,Gratiot,43.292326,-84.60469
4403,Michigan,Hillsdale,41.864475,-84.642409
4404,Michigan,Houghton,46.998305,-88.652066
4405,Michigan,Huron,43.907616,-82.857045
4406,Michigan,Ingham,42.603534,-84.373811
4407,Michigan,Ionia,42.94465,-85.073766
4408,Michigan,Iosco,44.329482,-82.849447
4409,Michigan,Iron,46.170249,-88.540409
4410,Michigan,Isabella,43.645233,-84.839425
4411,Michigan,Jackson,42.248474,-84.420868
4412,Michigan,Kalamazoo,42.246266,-85.532854
4413,Michigan,Kalkaska,44.678881,-85.088992
4414,Michigan,Kent,43.032497,-85.547446
4415,Michigan,Keweenaw,47.681981,-88.148802
4416,Michigan,Lake,43.995187,-85.8114
4417,Michigan,Lapeer,43.088633,-83.224325
4418,Michigan,Leelanau,45.146182,-86.051574
4419,Michigan,Lenawee,41.895915,-84.066853
4420,Michigan,Livingston,42.602532,-83.911718
4421,Michigan,Luce,46.940602,-85.582368
4422,Michigan,Mackinac,46.167981,-85.303756
4423,Michigan,Macomb,42.671467,-82.910869
4424,Michigan,Manistee,44.350385,-86.602967
4425,Michigan,Marquette,46.656597,-87.584028
4426,Michigan,Mason,43.996636,-86.750814
4427,Michigan,Mecosta,43.635295,-85.332751
4428,Michigan,Menominee,45.544174,-87.509892
4429,Michigan,Midland,43.648378,-84.37922
4430,Michigan,Missaukee,44.325424,-85.085471
4431,Michigan,Monroe,41.916097,-83.487106
4432,Michigan,Montcalm,43.312782,-85.149468
4433,Michigan,Montmorency,45.024134,-84.130107
4434,Michigan,Muskegon,43.289258,-86.751892
4435,Michigan,Newaygo,43.562709,-85.791423
4436,Michigan,Oakland,42.660452,-83.38421
4437,Michigan,Oceana,43.647255,-86.807575
4438,Michigan,Ogemaw,44.33328,-84.128073
4439,Michigan,Ontonagon,47.216604,-89.500461
4440,Michigan,Osceola,43.997552,-85.322283
4441,Michigan,Oscoda,44.685121,-84.124894
4442,Michigan,Otsego,45.021794,-84.576597
4443,Michigan,Ottawa,42.942346,-86.655342
4444,Michigan,Presque Isle,45.489515,-83.384019
4445,Michigan,Roscommon,44.339517,-84.611272
4446,Michigan,Saginaw,43.328267,-84.05541
4447,Michigan,St. Clair,42.928804,-82.668914
4448,Michigan,St. Joseph,41.911488,-85.52287
4449,Michigan,Sanilac,43.449155,-82.642815
5974,Virginia,Botetourt,37.553193,-79.805318
4450,Michigan,Schoolcraft,46.020758,-86.199352
4451,Michigan,Shiawassee,42.951545,-84.146352
4452,Michigan,Tuscola,43.487902,-83.436618
4453,Michigan,Van Buren,42.283986,-86.305697
4454,Michigan,Washtenaw,42.252327,-83.844634
4455,Michigan,Wayne,42.284664,-83.261953
4456,Michigan,Wexford,44.331375,-85.570046
4457,Minnesota,Aitkin,46.602446,-93.41976
4458,Minnesota,Anoka,45.27411,-93.242723
4459,Minnesota,Becker,46.937629,-95.741757
4460,Minnesota,Beltrami,47.878825,-94.986698
4461,Minnesota,Benton,45.701227,-94.00144
4462,Minnesota,Big Stone,45.419925,-96.402226
4463,Minnesota,Blue Earth,44.038225,-94.064071
4464,Minnesota,Brown,44.246542,-94.733647
4465,Minnesota,Carlton,46.603818,-92.671044
4466,Minnesota,Carver,44.821381,-93.800575
4467,Minnesota,Cass,46.951427,-94.333773
4468,Minnesota,Chippewa,45.028625,-95.564108
4469,Minnesota,Chisago,45.505444,-92.903849
4470,Minnesota,Clay,46.898377,-96.494901
4471,Minnesota,Clearwater,47.575873,-95.371117
4472,Minnesota,Cook,47.538571,-90.29019
4473,Minnesota,Cottonwood,44.010711,-95.18313
4474,Minnesota,Crow Wing,46.491114,-94.071213
4475,Minnesota,Dakota,44.670893,-93.062481
4476,Minnesota,Dodge,44.020706,-92.869353
4477,Minnesota,Douglas,45.936429,-95.46061
4478,Minnesota,Faribault,43.676522,-93.947234
4479,Minnesota,Fillmore,43.67727,-92.093681
4480,Minnesota,Freeborn,43.674202,-93.350289
4481,Minnesota,Goodhue,44.406178,-92.716
4482,Minnesota,Grant,45.930743,-96.010699
4483,Minnesota,Hennepin,45.006064,-93.475185
4484,Minnesota,Houston,43.66699,-91.501556
4485,Minnesota,Hubbard,47.095551,-94.91329
4486,Minnesota,Isanti,45.562431,-93.296339
4487,Minnesota,Itasca,47.490843,-93.613128
4488,Minnesota,Jackson,43.673025,-95.149704
4489,Minnesota,Kanabec,45.94776,-93.297788
4490,Minnesota,Kandiyohi,45.152714,-95.004981
4491,Minnesota,Kittson,48.77604,-96.780349
4492,Minnesota,Koochiching,48.24549,-93.782842
4493,Minnesota,Lac qui Parle,44.999855,-96.176836
4494,Minnesota,Lake,47.517111,-91.411704
4495,Minnesota,Lake of the Woods,48.7681,-94.904634
4496,Minnesota,Le Sueur,44.373397,-93.73018
4497,Minnesota,Lincoln,44.408238,-96.272032
4498,Minnesota,Lyon,44.409195,-95.847268
4499,Minnesota,McLeod,44.821644,-94.27232
4500,Minnesota,Mahnomen,47.325842,-95.810703
4501,Minnesota,Marshall,48.362728,-96.357761
4502,Minnesota,Martin,43.677118,-94.537198
4503,Minnesota,Meeker,45.123156,-94.527346
4504,Minnesota,Mille Lacs,45.929043,-93.632996
4505,Minnesota,Morrison,46.020484,-94.266619
4506,Minnesota,Mower,43.666249,-92.759514
4507,Minnesota,Murray,44.015594,-95.761581
4508,Minnesota,Nicollet,44.35882,-94.245685
4509,Minnesota,Nobles,43.677686,-95.763132
4510,Minnesota,Norman,47.32947,-96.463807
4511,Minnesota,Olmsted,44.00343,-92.406722
4512,Minnesota,Otter Tail,46.405725,-95.714578
4513,Minnesota,Pennington,48.069247,-96.037725
4514,Minnesota,Pine,46.10094,-92.763094
4515,Minnesota,Pipestone,44.015361,-96.257015
4516,Minnesota,Polk,47.774254,-96.400027
4517,Minnesota,Pope,45.589623,-95.446705
4518,Minnesota,Ramsey,45.01525,-93.100141
4519,Minnesota,Red Lake,47.865487,-96.08718
4520,Minnesota,Redwood,44.403536,-95.254242
4521,Minnesota,Renville,44.723697,-94.955617
4522,Minnesota,Rice,44.350943,-93.298503
